dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
duck_50_tissue_t2025_illumina_pol,Duck 50-Tissue Transcriptome Atlas,Illumina (Poly(A) RNA-seq),,no,Duck (Anas platyrhynchos / Nonghua Ma duck),50 distinct tissues covering major physiological systems,,,,PRJCA053183,,,A 50-tissue transcriptome atlas of the duck for gene network and functional analysis,https://doi.org/10.1016/j.psj.2025.106269,2025,yes,,
polioudakis2019_scrnaseq,Human neocortex scRNA-seq dataset,scRNA-seq,,no,Human,Neocortex,,,,http://solo.bmap.ucla.edu/shiny/webapp/,,,"Polioudakis et al., A Single-Cell Transcriptomic Atlas of Human Neocortical Development during Mid-gestation, Neuron (2019)",https://doi.org/10.1016/j.neuron.2019.06.011,2019,no,,
shi2021_scrnaseq,Ganglionic eminence scRNA-seq dataset,scRNA-seq,,no,Human and Mouse,Ganglionic eminence,,,,https://ftp.ncbi.nlm.nih.gov/geo/ (or reference source),,,"Shi et al., Mouse and human share conserved transcriptional programs for interneuron development, Science (2021)",https://doi.org/10.1126/science.abj6641,2021,no,,
haber2017_scrnaseq_2,Haber 2017 scRNA-seq,scRNA-seq,,no,Mouse,Small intestinal epithelium,,,,GSE103345,,,"Haber et al., A single-cell survey of the small intestinal epithelium, Nature (2017)",,2017,no,,original publication link unresolved (Crossref miss)
drokhlyansky2020_scrnaseq_2,Drokhlyansky 2020 scRNA-seq,scRNA-seq,,no,Mouse and human,Enteric nervous system (colon),,,,,,,"Drokhlyansky et al., The Human and Mouse Enteric Nervous System at Single-Cell Resolution, Cell (2020)",,2020,no,,original publication link unresolved (Crossref miss)
kalucka2020_scrnaseq_2,Kalucka 2020 scRNA-seq,scRNA-seq,,no,Mouse,Endothelial cells,,,,,,,"Kalucka et al., Single-Cell Transcriptome Atlas of Murine Endothelial Cells, Cell (2020)",,2020,no,,original publication link unresolved (Crossref miss)
mouse_brain_scrn2025_scrnaseq,Mouse brain scRNA-seq reference (abundance invariance test),scRNA-seq,,no,mouse,brain,,,,,,,"FlashDeconv enables atlas-scale, multi-resolution spatial deconvolution via structure-preserving sketching",https://doi.org/10.64898/2025.12.22.696108,2025,yes,,
wenger2013_illumina_and,Hydra vulgaris RNA-Seq transcriptome,Illumina and 454 reads,,no,Hydra vulgaris,,,,,HAAC01000001-HAAC01045269,,,"Wenger et al., Rnaseq versus genome-predicted transcriptomes: A large population of novel transcripts identified in an illumina-454 hydra transcriptome, BMC Genomics (2013)",https://doi.org/10.1186/1471-2164-14-204,2013,no,,
human_embryonic_2016_illumina_his,Human embryonic organogenesis transcriptomes,Illumina HiSeq2000 or HiSeq2500,,no,human,"15 embryonic tissues and organs (brain, retinal pigmented epithelium, palate, thyroid/parathyroid, lung, stomach, pancreas, liver, tongue, heart/left ventricle, testis, adrenal, kidney, upper limb, lower limb)",,,,E-MTAB-3928,,,An integrative transcriptomic atlas of organogenesis in human embryos,https://doi.org/10.7554/eLife.15657.024,2016,yes,,
cebola2015_rnaseq,Human embryonic pancreatic progenitor RNA-seq,RNA-seq,,no,human,pancreas,,,,E-MTAB-3061,,,"Cebola et al., TEAD and YAP regulate the enhancer network of human embryonic pancreatic progenitors, Nature Cell Biology (2015)",https://doi.org/10.1038/ncb3160,2015,no,,
du2014_rnaseq,Hepatocyte differentiation RNA-seq,RNA-seq,,no,human,hepatocytes and human embryonic fibroblasts,,,,GSE54066,https://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54066/suppl/GSE54066_2014.1.9_processing_data.txt.gz,,"Du et al., Human hepatocytes with drug metabolic function induced from fibroblasts by lineage reprogramming, Cell Stem Cell (2014)",https://doi.org/10.3410/f.718293835.793492173,2014,no,,
ximerakis2019_scrnaseq,Single-cell RNA-seq aging mouse whole-brain dataset,scRNA-seq,,no,mouse,brain,,,,https://portals.broadinstitute.org/single_cell/study/aging-mouse-brain,,,"Ximerakis et al., Single-cell transcriptomic profiling of the aging mouse brain, Nat. Neurosci. (2019)",,2019,no,,original publication link unresolved (Crossref miss)
dulken2017_scrnaseq,Single-cell RNA-seq subventricular zone across lifespan dataset,scRNA-seq,,no,mouse,brain,,,,https://doi.org/10.5281/zenodo.7145398,https://zenodo.org/api/records/7145399/files/Dulken_svz_celltypes_2019-01-31.rda/content,,"Dulken et al., Single-cell transcriptomic analysis defines heterogeneity and transcriptional dynamics in the adult neural stem cell lineage, Cell Rep. (2017)",https://doi.org/10.3410/f.727218513.793542750,2017,no,,
liu2023_scrnaseq,Single-cell RNA-seq dataset on exercise in the subventricular zone,scRNA-seq,,no,mouse,brain,,,,https://doi.org/10.5281/zenodo.7338745,https://zenodo.org/api/records/7338746/files/seurat.SVZ.annotated.2020-04-27.rds/content,,"Liu et al., Exercise reprograms the inflammatory landscape of multiple stem cell compartments during mammalian aging, Cell Stem Cell (2023)",https://doi.org/10.1016/j.stem.2023.03.016,2023,no,,
xu2024_scrnaseq,Single-cell RNA-seq dataset on partial reprogramming in the subventricular zone,scRNA-seq,,no,mouse,brain,,,,GSE224438,https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE224438&format=file,,"Xu et al., Restoration of neuronal progenitors by partial reprogramming in the aged neurogenic niche, Nat. Aging (2024)",https://doi.org/10.1038/s43587-024-00594-3,2024,no,,
cacao_transcript2024_quantseq_3_l,"Cacao Transcriptome Atlas (Developmental, Drought and Diurnal, Meristem, Seed, Leaf Development, and Leaf Infection Atlases)",QuantSeq 3' (Lexogen) and TruSeq (Illumina),,no,Theobroma cacao L.,"123 different tissues and stages of development across major organs (seeds, meristems, leaves, stems, roots, fruits, flowers)",,,,10.5061/dryad.0k6djhb59,,,The cacao gene atlas: a transcriptome developmental atlas reveals highly tissue-specific and dynamically-regulated gene networks in  Theobroma cacao  L,https://doi.org/10.1186/s12870-024-05171-9,2024,yes,,
rna_seq_and_quan2019_rnaseq_and_l,RNA-Seq and Quantitative Proteome Atlas,RNA-Seq and Liquid chromatography-tandem mass spectrometry (LC-MS/MS),,no,Human,"29 healthy human tissues (adrenal gland, appendix, brain, colon, duodenum, endometrium, esophagus, fallopian tube, fat, gallbladder, heart, kidney, liver, lung, lymph node, ovary, pancreas, placenta, prostate, rectum, salivary gland, small intestine, smooth muscle, spleen, stomach, testis, thyroid, tonsil, urinary bladder)",,,,E-MTAB-2836,,,A deep proteome and transcriptome abundance atlas of 29 healthy human tissues,https://doi.org/10.15252/msb.20188503,2019,yes,,
proteomics_ms_da2019_liquid_chrom,Proteomics MS data,Liquid chromatography-tandem mass spectrometry (LC-MS/MS),,no,Human,"29 healthy human tissues (adrenal gland, appendix, brain, colon, duodenum, endometrium, esophagus, fallopian tube, fat, gallbladder, heart, kidney, liver, lung, lymph node, ovary, pancreas, placenta, prostate, rectum, salivary gland, small intestine, smooth muscle, spleen, stomach, testis, thyroid, tonsil, urinary bladder)",,,,PXD010154,,,A deep proteome and transcriptome abundance atlas of 29 healthy human tissues,https://doi.org/10.15252/msb.20188503,2019,yes,,
