dataset_id,dataset_name,platform,tissue,candidate_accession,found_in,n_candidates_in_paper,source_doi,paperclip_doc,current_access_link
kirita2020_snrnaseq,Mouse AKI snRNA-seq Dataset,snRNA-seq,Kidney,GSE139107,body,1,10.1073/pnas.2005477117,PMC7355049,GSE139107
song2023_visium,Tomato callus shoot regeneration spatial transcriptomics dataset,10x Visium,callus,CNP0003986,body,1,10.1073/pnas.2310163120,PMC10515167,
wang2023_scrnaseq,Wang 2023 intestinal immune cells scRNA-seq,scRNA-seq,intestine,GSE221006,body,1,10.1084/jem.20221437,PMC10038833,
mouse_posterior_2025_visium,Mouse posterior brain section,10x Visium,Coronal Mouse brain section,zenodo.org/record/6925603,body,1,10.1093/bib/bbae685,PMC11704419,https://support.10xgenomics.com/spatial-gene-expression/datasets
10x_visium_ffpe_2025_visium,10x Visium FFPE prostate adenocarcinoma dataset,10x Visium,olfactory bulb,GSE208253,body,2,10.1093/bib/bbaf174,PMC12009714,GSM4656181
10x_visium_ffpe_2025_visium,10x Visium FFPE prostate adenocarcinoma dataset,10x Visium,olfactory bulb,GSM4656181,body,2,10.1093/bib/bbaf174,PMC12009714,GSM4656181
diffuse_large_b_2023_mibi,Diffuse large B-cell lymphoma (DLBCL) MIBI dataset,MIBI,diffuse large B-cell lymphoma (DLBCL),10.5281/zenodo.6909419,body,1,10.1093/bioinformatics/btad242,PMC10311307,
diffuse_large_b_2023_cytof,Diffuse large B-cell lymphoma (DLBCL) CyTOF dataset,CyTOF,diffuse large B-cell lymphoma (DLBCL),10.5281/zenodo.6909419,body,1,10.1093/bioinformatics/btad242,PMC10311307,
mouse_ssp_merfis2023_merfish,mouse SSp MERFISH dataset,MERFISH,brain (SSp / somatosensory cortex),10.5281/zenodo.3758540,body,1,10.1093/bioinformatics/btad362,PMC10287917,
boogerd2022_tomo,Human ACM heart Tomo-Seq dataset,Tomo-Seq,Heart,GSE114770,body,3,10.1093/cvr/cvac072,PMC10064846,
boogerd2022_tomo,Human ACM heart Tomo-Seq dataset,Tomo-Seq,Heart,PRJEB4337,body,3,10.1093/cvr/cvac072,PMC10064846,
boogerd2022_tomo,Human ACM heart Tomo-Seq dataset,Tomo-Seq,Heart,SRP3,body,3,10.1093/cvr/cvac072,PMC10064846,
rat_kidney_st_se2022_visium,Rat kidney ST-seq and scRNA-seq dataset,Visium (10x Genomics) and Chromium Single Cell,kidney,DRA012650,body,4,10.1093/dnares/dsac007,PMC9014450,DRA012650
rat_kidney_st_se2022_visium,Rat kidney ST-seq and scRNA-seq dataset,Visium (10x Genomics) and Chromium Single Cell,kidney,GSE107585,body,4,10.1093/dnares/dsac007,PMC9014450,DRA012650
rat_kidney_st_se2022_visium,Rat kidney ST-seq and scRNA-seq dataset,Visium (10x Genomics) and Chromium Single Cell,kidney,GSE151302,body,4,10.1093/dnares/dsac007,PMC9014450,DRA012650
rat_kidney_st_se2022_visium,Rat kidney ST-seq and scRNA-seq dataset,Visium (10x Genomics) and Chromium Single Cell,kidney,GSE171406,body,4,10.1093/dnares/dsac007,PMC9014450,DRA012650
kang2025_stereo,Mouse Heart Spatiotemporal Atlas (Stereo-seq),Stereo-seq,Mouse heart,GSE178636,body,2,10.1093/gigascience/giaf012,PMC11831923,
kang2025_stereo,Mouse Heart Spatiotemporal Atlas (Stereo-seq),Stereo-seq,Mouse heart,PRJNA1148773,body,2,10.1093/gigascience/giaf012,PMC11831923,
pristionchus_pac2021_tomo,Pristionchus pacificus spatial transcriptomics,RNA tomography (tomo-seq),young adult hermaphrodites,PRJEB37439,body,1,10.1093/molbev/msaa207,PMC8480184,PRJEB37439
li2022_unknown,human breast cancer dataset,,breast cancer,singlecell.broadinstitute.org/single_cell,body,1,10.1093/nar/gkab1020,PMC8728243,
mirnatissueatlas2022_bgiseq500rs,miRNATissueAtlas2 Human tissue samples,BGISEQ-500RS,21 organ types comprising 188 tissue samples,GSE163534,body,1,10.1093/nar/gkab808,PMC8728130,GSE163534
liu2022_unknown,Phalaenopsis dataset,,orchid inflorescence tissue,GSE198128,body,1,10.1093/nar/gkac773,PMC9508851,https://db.cngb.org/stomics/datasets/STDS0000149
liu2022_visium,Orchid flower-buds slide_1,10x Visium,Orchid flower,GSE198128,body,1,10.1093/nar/gkac773,PMC9508851,https://academic.oup.com/nar/article/50/17/9724/6696353#supplementary-data
lebrigand2023_visium,10x Visium olfactory bulb dataset,10x Visium,olfactory bulb,10.5281/zenodo.7664367,body,2,10.1093/nar/gkad169,PMC10164556,https://www.10xgenomics.com/resources/datasets
lebrigand2023_visium,10x Visium olfactory bulb dataset,10x Visium,olfactory bulb,GSE153859,body,2,10.1093/nar/gkad169,PMC10164556,https://www.10xgenomics.com/resources/datasets
embryonic_mouse_2023_stereo,Embryonic mouse brain sections (E14.5),Stereo-seq,Embryonic brain,10.6084/m9.figshare.22318258.,body,5,10.1093/nar/gkad419,PMC10320151,PRJNA948178
embryonic_mouse_2023_stereo,Embryonic mouse brain sections (E14.5),Stereo-seq,Embryonic brain,GSM4284318,body,5,10.1093/nar/gkad419,PMC10320151,PRJNA948178
embryonic_mouse_2023_stereo,Embryonic mouse brain sections (E14.5),Stereo-seq,Embryonic brain,GSM4644079,body,5,10.1093/nar/gkad419,PMC10320151,PRJNA948178
embryonic_mouse_2023_stereo,Embryonic mouse brain sections (E14.5),Stereo-seq,Embryonic brain,GSM5764419,body,5,10.1093/nar/gkad419,PMC10320151,PRJNA948178
embryonic_mouse_2023_stereo,Embryonic mouse brain sections (E14.5),Stereo-seq,Embryonic brain,PRJNA948178,body,5,10.1093/nar/gkad419,PMC10320151,PRJNA948178
peiratsllobet2023_spatial_tran,Barley grain spatial transcriptome,Spatial transcriptomics,germinating grain,GSE218970,body,1,10.1093/nar/gkad521,PMC10450182,
scp_codex12025_codex,SCP_CODEX1,CO-Detection by indEXing(CODEX),"Large intestine, Small intestine, Spleen, Lymph node, Thymus",10.5281/zenodo.13921833,body,3,10.1093/nar/gkae990,PMC11701751,https://portal.hubmapconsortium.org/
scp_codex12025_codex,SCP_CODEX1,CO-Detection by indEXing(CODEX),"Large intestine, Small intestine, Spleen, Lymph node, Thymus",cellxgene.cziscience.com/e/7357cee7-9f7f-4ab0-8ce...,body,3,10.1093/nar/gkae990,PMC11701751,https://portal.hubmapconsortium.org/
scp_codex12025_codex,SCP_CODEX1,CO-Detection by indEXing(CODEX),"Large intestine, Small intestine, Spleen, Lymph node, Thymus",zenodo.org/records/13315586,body,3,10.1093/nar/gkae990,PMC11701751,https://portal.hubmapconsortium.org/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE115978,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE129308,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE129845,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE132465,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE134355,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE139448,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE140042,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE140819,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE150660,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE151530,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE152938,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE153760,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE154600,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE156405,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE165399,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE168652,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE176499,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE179373,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE180286,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE184198,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE185344,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE185477,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE188711,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE190442,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE193960,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE195832,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE200161,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE200218,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE202371,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE203612,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE211630,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE211956,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE212244,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE215403,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE218170,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE219121,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE224333,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE228360,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE228501,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE235931,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE236698,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE239890,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE241132,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE248609,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE250521,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE253200,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE260658,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE260685,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE261917,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE261957,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE263521,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE270667,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE280984,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE281288,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
sdmap_spatial_tr2026_visium,"SDMap spatial transcriptomics datasets (989 slices across 35 tissue types, including 10x Visium, Xenium, and GEO datasets)","10x Visium, Xenium",35 human tissues (including breast and lung),GSE282362,body,55,10.1093/nar/gkaf1046,PMC12807743,http://bio-bigdata.hrbmu.edu.cn/SDMap/
dataset_12026_merfish,Dataset 1,MERFISH,brain,10.5281/zenodo.17803419,body,1,10.1093/nar/gkaf1456,PMC12774663,https://info.vizgen.com/mouse-brain-map
dataset_22026_visiumhd,Dataset 2,VisiumHD,brain,10.5281/zenodo.17803419,body,1,10.1093/nar/gkaf1456,PMC12774663,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-brain-he-v4
dataset_32026_xenium,Dataset 3,Xenium,brain,10.5281/zenodo.17803419,body,1,10.1093/nar/gkaf1456,PMC12774663,https://www.10xgenomics.com/datasets/xenium-prime-fresh-frozen-mouse-brain
barrett2012_unknown,GSE159697_GSM4837766,,Prostate,GSE18388,body,1,10.1093/nar/gks1193,PMC3531084,GSE159697_GSM4837766
chen2017_st,"BaristaSeq datasets (Slice 1, Slice 2, Slice 3)",BaristaSeq,brain cortex,10.5061/dryad.5dd92at,body,1,10.1093/nar/gkx1206,PMC5829746,
chen2018_st,BaristaSeq primary visual area dataset,BaristaSeq,Cortex,10.5061/dryad.5dd92at,body,1,10.1093/nar/gkx1206,PMC5829746,http://sdmbench.drai.cn
shi2021_rnaseq,Tissue-specific transcriptome profiling of inflorescence stem,RNA-seq,Inflorescence stem / vascular tissues,GSE142034,body,2,10.1093/plcell/koaa019,PMC8136906,PRJNA595605
shi2021_rnaseq,Tissue-specific transcriptome profiling of inflorescence stem,RNA-seq,Inflorescence stem / vascular tissues,GSE98193,body,2,10.1093/plcell/koaa019,PMC8136906,PRJNA595605
la2021_xenium,Xenium-brain,HybISS / Xenium,brain,PRJNA637987,body,1,10.1101/2020.07.02.184051,0d201cb5-6e8e-1014-b6ab-8309a1ea460d,
la2021_in_situ_mrna,Developing mouse brain architecture dataset,in situ mRNA sequencing,brain,PRJNA637987,body,1,10.1101/2020.07.02.184051,0d201cb5-6e8e-1014-b6ab-8309a1ea460d,
la2021_unknown,Developing Mouse Brain Atlas dataset,,brain,PRJNA637987,body,1,10.1101/2020.07.02.184051,0d201cb5-6e8e-1014-b6ab-8309a1ea460d,
la2021_iss,HybISS mouse brain spatial dataset,HybISS,brain,PRJNA637987,body,1,10.1101/2020.07.02.184051,0d201cb5-6e8e-1014-b6ab-8309a1ea460d,http://mousebrain.org/development/downloads.html
mccray2021_visium,"McCray et al., Visium, Prostate organoid",Visium,,GSE124576,body,2,10.1101/2020.07.17.208694,ce0c5693-6cfd-1014-9327-e6ece7465644,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4837767
mccray2021_visium,"McCray et al., Visium, Prostate organoid",Visium,,GSE142489,body,2,10.1101/2020.07.17.208694,ce0c5693-6cfd-1014-9327-e6ece7465644,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSM4837767
taylor2020_singlecell_r,single-cell transcriptomes for all neuronal cell types,single-cell RNA Seq,nervous system,GSE136049,body,2,10.1101/2020.12.15.422897,b0ae4842-6e29-1014-bb68-e8fd36b50a9a,
taylor2020_singlecell_r,single-cell transcriptomes for all neuronal cell types,single-cell RNA Seq,nervous system,PRJNA13758,body,2,10.1101/2020.12.15.422897,b0ae4842-6e29-1014-bb68-e8fd36b50a9a,
risom2022_mibi,DCIS,MIBI,breast,GSE114725,body,2,10.1101/2021.01.05.425362,f8477d7f-6df7-1014-a2d9-cc7c0ac80742,10.17632/d87vg86zd8.3
risom2022_mibi,DCIS,MIBI,breast,GSE114727,body,2,10.1101/2021.01.05.425362,f8477d7f-6df7-1014-a2d9-cc7c0ac80742,10.17632/d87vg86zd8.3
van2021_imc,Mouse lung cancer dataset,IMC,Lung cancer,10.5281/zenodo.3865430,body,2,10.1101/2021.02.02.429358,38f7c3e8-6c1a-1014-b099-96cb3d29630d,
van2021_imc,Mouse lung cancer dataset,IMC,Lung cancer,10.5281/zenodo.5412513,body,2,10.1101/2021.02.02.429358,38f7c3e8-6c1a-1014-b099-96cb3d29630d,
nanostring_geomx2021_geomx,NanoString GeoMx Cancer Transcriptome Atlas (CTA) Panel,NanoString GeoMx Digital Spatial Profiler,Lung,GSE135893,body,3,10.1101/2021.02.25.430130,447bce8f-6c42-1014-96cf-88553b34064b,
