dataset_id,dataset_name,platform,modality,is_spatial,species,tissue,disease,perturbation,n_samples,data_access_link,download_url,data_downloadable,original_publication,original_publication_link,original_publication_year,first_published_by_model_paper,candidate_accessions,notes
hubmap_hbm437_gmxk_467_geomx_ngs_placenta_rna,HuBMAP HBM437.GMXK.467 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/356a60e6125a7b770d65d2073a5fa491,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/356a60e6125a7b770d65d2073a5fa491,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 356a60e6125a7b770d65d2073a5fa491; access protected
hubmap_hbm754_sjmp_486_slide_seq_kidney_left_rna,HuBMAP HBM754.SJMP.486 · Slide-seq · Kidney (Left) · RNA,Slide-seq,spatial transcriptomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/357c2f00be8e423df10bb2f8c33acfc6,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · Broad Institute RTI,https://portal.hubmapconsortium.org/browse/dataset/357c2f00be8e423df10bb2f8c33acfc6,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 357c2f00be8e423df10bb2f8c33acfc6; access protected
hubmap_hbm582_gwpr_459_auto_fluorescence_kidney_right_endogenous_fluor,HuBMAP HBM582.GWPR.459 · Auto-fluorescence · Kidney (Right) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/35867ecad993790e43c609a65813ef2c,https://assets.hubmapconsortium.org/35867ecad993790e43c609a65813ef2c/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/35867ecad993790e43c609a65813ef2c,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 35867ecad993790e43c609a65813ef2c; access public
hubmap_hbm266_gmjr_267_geomx_ngs_placenta_rna,HuBMAP HBM266.GMJR.267 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/35a6b8689fe0f8213454ce6cd50b7679,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/35a6b8689fe0f8213454ce6cd50b7679,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 35a6b8689fe0f8213454ce6cd50b7679; access protected
hubmap_hbm249_xkbh_535_histology_uterus_nucleic_acid_pro,HuBMAP HBM249.XKBH.535 · Histology · Uterus · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/35cea1bce4f4233af49d23ff40888c1b,https://assets.hubmapconsortium.org/35cea1bce4f4233af49d23ff40888c1b/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/35cea1bce4f4233af49d23ff40888c1b,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 35cea1bce4f4233af49d23ff40888c1b; access public
hubmap_hbm636_gtzk_259_unspecified_large_intestine_na,HuBMAP HBM636.GTZK.259 · unspecified · Large Intestine,CODEX,spatial proteomics,yes,human,Large Intestine,,,,https://portal.hubmapconsortium.org/browse/dataset/35d53aa621e25665b1d239f1d89befb2,https://assets.hubmapconsortium.org/35d53aa621e25665b1d239f1d89befb2/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford TMC,https://portal.hubmapconsortium.org/browse/dataset/35d53aa621e25665b1d239f1d89befb2,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 35d53aa621e25665b1d239f1d89befb2; access public; HuBMAP pipeline: Cytokit + SPRM
hubmap_hbm989_vvxt_224_unspecified_lymph_node_na,HuBMAP HBM989.VVXT.224 · unspecified · Lymph Node,CODEX,spatial proteomics,yes,human,Lymph Node,,,,https://portal.hubmapconsortium.org/browse/dataset/35ea0ff39fc1bd6846df15860dead4d3,https://assets.hubmapconsortium.org/35ea0ff39fc1bd6846df15860dead4d3/,yes (public HuBMAP assets),HuBMAP Consortium · University of Florida TMC,https://portal.hubmapconsortium.org/browse/dataset/35ea0ff39fc1bd6846df15860dead4d3,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 35ea0ff39fc1bd6846df15860dead4d3; access public; HuBMAP pipeline: Cytokit + SPRM
hubmap_hbm798_mxft_837_codex_lymph_node_protein,HuBMAP HBM798.MXFT.837 · CODEX · Lymph Node · Protein,CODEX,spatial proteomics,yes,human,Lymph Node,,,,https://portal.hubmapconsortium.org/browse/dataset/35ffbad7d81bcc0c3ebf298406e3e712,https://assets.hubmapconsortium.org/35ffbad7d81bcc0c3ebf298406e3e712/,yes (public HuBMAP assets),HuBMAP Consortium · University of Florida TMC,https://portal.hubmapconsortium.org/browse/dataset/35ffbad7d81bcc0c3ebf298406e3e712,2021,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 35ffbad7d81bcc0c3ebf298406e3e712; access public
hubmap_hbm877_qnsw_726_geomx_ngs_placenta_rna,HuBMAP HBM877.QNSW.726 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3618c2c68260da052b33a669f791c989,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3618c2c68260da052b33a669f791c989,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3618c2c68260da052b33a669f791c989; access protected
hubmap_hbm758_ckbz_958_histology_kidney_right_protein,HuBMAP HBM758.CKBZ.958 · Histology · Kidney (Right) · Protein,Histology,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/362c14b8500c01f4835043f800b94e57,https://assets.hubmapconsortium.org/362c14b8500c01f4835043f800b94e57/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/362c14b8500c01f4835043f800b94e57,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 362c14b8500c01f4835043f800b94e57; access public
hubmap_hbm535_grbl_834_geomx_ngs_placenta_rna,HuBMAP HBM535.GRBL.834 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/362e07d671c46604d345a31dd4d39dbd,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/362e07d671c46604d345a31dd4d39dbd,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 362e07d671c46604d345a31dd4d39dbd; access protected
hubmap_hbm689_zkdv_886_unspecified_fallopian_tube_right_na,HuBMAP HBM689.ZKDV.886 · unspecified · Fallopian Tube (Right),PhenoCycler,spatial proteomics,yes,human,Fallopian Tube (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/363a5efc2751672083d5ea45c34dbd9f,https://assets.hubmapconsortium.org/363a5efc2751672083d5ea45c34dbd9f/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/363a5efc2751672083d5ea45c34dbd9f,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 363a5efc2751672083d5ea45c34dbd9f; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm732_spvc_478_maldi_kidney_right_lipid,HuBMAP HBM732.SPVC.478 · MALDI · Kidney (Right) · Lipid,MALDI,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/3650dc46bce6736053520010ece06721,https://assets.hubmapconsortium.org/3650dc46bce6736053520010ece06721/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/3650dc46bce6736053520010ece06721,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3650dc46bce6736053520010ece06721; access public
hubmap_hbm448_wcwb_444_mibi_uterus_protein,HuBMAP HBM448.WCWB.444 · MIBI · Uterus · Protein,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/36555aeffef731a5b3b3385e8af5abe3,https://assets.hubmapconsortium.org/36555aeffef731a5b3b3385e8af5abe3/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/36555aeffef731a5b3b3385e8af5abe3,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 36555aeffef731a5b3b3385e8af5abe3; access public
hubmap_hbm846_kwxb_839_geomx_ngs_placenta_rna,HuBMAP HBM846.KWXB.839 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3663f1463dc4742967f8188bcd5c6cf5,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3663f1463dc4742967f8188bcd5c6cf5,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3663f1463dc4742967f8188bcd5c6cf5; access protected
hubmap_hbm332_hjbh_665_histology_ovary_left_nucleic_acid_pro,HuBMAP HBM332.HJBH.665 · Histology · Ovary (Left) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Ovary (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/367a7812afd1b96da4f83b81a2f508e2,https://assets.hubmapconsortium.org/367a7812afd1b96da4f83b81a2f508e2/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - University of Pennsylvania,https://portal.hubmapconsortium.org/browse/dataset/367a7812afd1b96da4f83b81a2f508e2,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 367a7812afd1b96da4f83b81a2f508e2; access public
hubmap_hbm376_tgbv_559_geomx_ngs_placenta_rna,HuBMAP HBM376.TGBV.559 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3685acce37185253c4f363264ceabeb6,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3685acce37185253c4f363264ceabeb6,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3685acce37185253c4f363264ceabeb6; access protected
hubmap_hbm775_nrrc_689_histology_large_intestine_nucleic_acid_pro,HuBMAP HBM775.NRRC.689 · Histology · Large Intestine · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Large Intestine,,,,https://portal.hubmapconsortium.org/browse/dataset/3686680c2377f083c1fd34d20cf2c429,https://assets.hubmapconsortium.org/3686680c2377f083c1fd34d20cf2c429/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford TMC,https://portal.hubmapconsortium.org/browse/dataset/3686680c2377f083c1fd34d20cf2c429,2024,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3686680c2377f083c1fd34d20cf2c429; access public
hubmap_hbm349_zpzw_353_geomx_ngs_placenta_rna,HuBMAP HBM349.ZPZW.353 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/368d8821a664adc022c9273fa9009a85,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/368d8821a664adc022c9273fa9009a85,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 368d8821a664adc022c9273fa9009a85; access protected
hubmap_hbm367_qmzk_885_mibi_uterus_protein,HuBMAP HBM367.QMZK.885 · MIBI · Uterus · Protein,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/36a80d485f1fb6f56efc686ea55d4807,https://assets.hubmapconsortium.org/36a80d485f1fb6f56efc686ea55d4807/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/36a80d485f1fb6f56efc686ea55d4807,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 36a80d485f1fb6f56efc686ea55d4807; access public
hubmap_hbm484_rdzr_494_histology_kidney_right_polysaccharide,HuBMAP HBM484.RDZR.494 · Histology · Kidney (Right) · Polysaccharide,Histology,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/36c3a6eb7a731478caee82c14d2cbe2a,https://assets.hubmapconsortium.org/36c3a6eb7a731478caee82c14d2cbe2a/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/36c3a6eb7a731478caee82c14d2cbe2a,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 36c3a6eb7a731478caee82c14d2cbe2a; access public
hubmap_hbm383_kjzv_973_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM383.KJZV.973 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/36cf6f5e49322c68cc5b7b75ab08a9c4,https://assets.hubmapconsortium.org/36cf6f5e49322c68cc5b7b75ab08a9c4/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/36cf6f5e49322c68cc5b7b75ab08a9c4,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 36cf6f5e49322c68cc5b7b75ab08a9c4; access public
hubmap_hbm975_bjrs_622_maldi_kidney_right_lipid,HuBMAP HBM975.BJRS.622 · MALDI · Kidney (Right) · Lipid,MALDI,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/36d35a69e89330633ce6b05b4ad98e97,https://assets.hubmapconsortium.org/36d35a69e89330633ce6b05b4ad98e97/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/36d35a69e89330633ce6b05b4ad98e97,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 36d35a69e89330633ce6b05b4ad98e97; access public
hubmap_hbm763_hmll_267_geomx_ngs_placenta_rna,HuBMAP HBM763.HMLL.267 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/36ed63081d94431656242d0a38480fe0,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/36ed63081d94431656242d0a38480fe0,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 36ed63081d94431656242d0a38480fe0; access protected
hubmap_hbm835_kcdk_276_unspecified_uterus_na,HuBMAP HBM835.KCDK.276 · unspecified · Uterus,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/36f658e72dc89e8204451bd63af98395,https://assets.hubmapconsortium.org/36f658e72dc89e8204451bd63af98395/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/36f658e72dc89e8204451bd63af98395,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 36f658e72dc89e8204451bd63af98395; access public; HuBMAP pipeline: DeepCell + SPRM
hubmap_hbm582_xzff_326_histology_lung_right_nucleic_acid_pro,HuBMAP HBM582.XZFF.326 · Histology · Lung (Right) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Lung (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/3703970f21e9e885159955318353b7c1,https://assets.hubmapconsortium.org/3703970f21e9e885159955318353b7c1/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/3703970f21e9e885159955318353b7c1,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3703970f21e9e885159955318353b7c1; access public
hubmap_hbm645_vxds_584_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM645.VXDS.584 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/370a4b793e507ca0c638e2268a2556dd,https://assets.hubmapconsortium.org/370a4b793e507ca0c638e2268a2556dd/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/370a4b793e507ca0c638e2268a2556dd,2024,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 370a4b793e507ca0c638e2268a2556dd; access public
hubmap_hbm626_vjmb_795_codex_small_intestine_protein,HuBMAP HBM626.VJMB.795 · CODEX · Small Intestine · Protein,CODEX,spatial proteomics,yes,human,Small Intestine,,,,https://portal.hubmapconsortium.org/browse/dataset/371a66eb271ddc229fa5cb2c3a20ca12,https://assets.hubmapconsortium.org/371a66eb271ddc229fa5cb2c3a20ca12/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford TMC,https://portal.hubmapconsortium.org/browse/dataset/371a66eb271ddc229fa5cb2c3a20ca12,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 371a66eb271ddc229fa5cb2c3a20ca12; access public
hubmap_hbm632_xmtb_862_histology_lung_left_nucleic_acid_pro,HuBMAP HBM632.XMTB.862 · Histology · Lung (Left) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Lung (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/372a6e6d58f6a360d698081c55db191f,https://assets.hubmapconsortium.org/372a6e6d58f6a360d698081c55db191f/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/372a6e6d58f6a360d698081c55db191f,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 372a6e6d58f6a360d698081c55db191f; access public
hubmap_hbm233_phfg_384_histology_pancreas_nucleic_acid_pro,HuBMAP HBM233.PHFG.384 · Histology · Pancreas · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Pancreas,,,,https://portal.hubmapconsortium.org/browse/dataset/373c330b8b21e05c58fbff8bd4738f93,https://assets.hubmapconsortium.org/373c330b8b21e05c58fbff8bd4738f93/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - Pacific Northwest National Laboratory,https://portal.hubmapconsortium.org/browse/dataset/373c330b8b21e05c58fbff8bd4738f93,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 373c330b8b21e05c58fbff8bd4738f93; access public
hubmap_hbm333_fvtw_554_geomx_ngs_placenta_rna,HuBMAP HBM333.FVTW.554 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/373dd9ee3cbc5d59e6e926cc07581784,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/373dd9ee3cbc5d59e6e926cc07581784,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 373dd9ee3cbc5d59e6e926cc07581784; access protected
hubmap_hbm779_mftj_688_geomx_ngs_placenta_rna,HuBMAP HBM779.MFTJ.688 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/374a0e0dc1bdd5da88d78a03a8ca8bc6,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/374a0e0dc1bdd5da88d78a03a8ca8bc6,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 374a0e0dc1bdd5da88d78a03a8ca8bc6; access protected
hubmap_hbm542_cnlq_559_geomx_ngs_placenta_rna,HuBMAP HBM542.CNLQ.559 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/3757500ea1deaa5e0fb0359a6dea2936,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/3757500ea1deaa5e0fb0359a6dea2936,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3757500ea1deaa5e0fb0359a6dea2936; access protected
hubmap_hbm542_thbc_733_unspecified_spleen_na,HuBMAP HBM542.THBC.733 · unspecified · Spleen,CODEX,spatial proteomics,yes,human,Spleen,,,,https://portal.hubmapconsortium.org/browse/dataset/37581089fc2b39aab823a3093bc1381b,https://assets.hubmapconsortium.org/37581089fc2b39aab823a3093bc1381b/,yes (public HuBMAP assets),HuBMAP Consortium · University of Florida TMC,https://portal.hubmapconsortium.org/browse/dataset/37581089fc2b39aab823a3093bc1381b,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 37581089fc2b39aab823a3093bc1381b; access public; HuBMAP pipeline: Cytokit + SPRM
hubmap_hbm855_dcdx_444_geomx_ngs_placenta_rna,HuBMAP HBM855.DCDX.444 · GeoMx (NGS) · Placenta · RNA,GeoMx (NGS),spatial transcriptomics,yes,human,Placenta,,,,https://portal.hubmapconsortium.org/browse/dataset/377c8cf1bcd976463abee5c915fdace4,,no (HuBMAP protected: controlled access required),HuBMAP Consortium · TMC - University of California San Diego focusing on female reproduction,https://portal.hubmapconsortium.org/browse/dataset/377c8cf1bcd976463abee5c915fdace4,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 377c8cf1bcd976463abee5c915fdace4; access protected
hubmap_hbm964_lvpl_638_mibi_uterus_protein,HuBMAP HBM964.LVPL.638 · MIBI · Uterus · Protein,MIBI,spatial proteomics,yes,human,Uterus,,,,https://portal.hubmapconsortium.org/browse/dataset/3799ed90dc422159c67473e649e3202e,https://assets.hubmapconsortium.org/3799ed90dc422159c67473e649e3202e/,yes (public HuBMAP assets),HuBMAP Consortium · Stanford RTI,https://portal.hubmapconsortium.org/browse/dataset/3799ed90dc422159c67473e649e3202e,2023,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 3799ed90dc422159c67473e649e3202e; access public
hubmap_hbm974_jdvs_328_auto_fluorescence_kidney_left_endogenous_fluor,HuBMAP HBM974.JDVS.328 · Auto-fluorescence · Kidney (Left) · Endogenous fluorophore,Auto-fluorescence,spatial proteomics,yes,human,Kidney (Left),,,,https://portal.hubmapconsortium.org/browse/dataset/379ec1e6f7f0633a62997136db2854a7,https://assets.hubmapconsortium.org/379ec1e6f7f0633a62997136db2854a7/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/379ec1e6f7f0633a62997136db2854a7,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 379ec1e6f7f0633a62997136db2854a7; access public
hubmap_hbm365_rlzq_956_histology_lung_right_nucleic_acid_pro,HuBMAP HBM365.RLZQ.956 · Histology · Lung (Right) · Nucleic acid + protein,Histology,spatial proteomics,yes,human,Lung (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/37bd5d27549a8a62f655847f42a0c8c3,https://assets.hubmapconsortium.org/37bd5d27549a8a62f655847f42a0c8c3/,yes (public HuBMAP assets),HuBMAP Consortium · University of Rochester Medical Center TMC,https://portal.hubmapconsortium.org/browse/dataset/37bd5d27549a8a62f655847f42a0c8c3,2025,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 37bd5d27549a8a62f655847f42a0c8c3; access public
hubmap_hbm877_wjgl_979_phenocycler_heart_protein,HuBMAP HBM877.WJGL.979 · PhenoCycler · Heart · Protein,PhenoCycler,spatial proteomics,yes,human,Heart,,,,https://portal.hubmapconsortium.org/browse/dataset/37c4d38bd1133ab06fc477837a2c8de0,https://assets.hubmapconsortium.org/37c4d38bd1133ab06fc477837a2c8de0/,yes (public HuBMAP assets),HuBMAP Consortium · TMC - Children's Hospital of Philadelphia,https://portal.hubmapconsortium.org/browse/dataset/37c4d38bd1133ab06fc477837a2c8de0,2026,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 37c4d38bd1133ab06fc477837a2c8de0; access public
hubmap_hbm893_cckx_496_unspecified_thymus_na,HuBMAP HBM893.CCKX.496 · unspecified · Thymus,CODEX,spatial proteomics,yes,human,Thymus,,,,https://portal.hubmapconsortium.org/browse/dataset/37d06bb991afa2beb7b9460e746247ad,https://assets.hubmapconsortium.org/37d06bb991afa2beb7b9460e746247ad/,yes (public HuBMAP assets),HuBMAP Consortium · University of Florida TMC,https://portal.hubmapconsortium.org/browse/dataset/37d06bb991afa2beb7b9460e746247ad,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 37d06bb991afa2beb7b9460e746247ad; access public; HuBMAP pipeline: Cytokit + SPRM
hubmap_hbm872_hwnb_835_histology_kidney_right_polysaccharide,HuBMAP HBM872.HWNB.835 · Histology · Kidney (Right) · Polysaccharide,Histology,spatial proteomics,yes,human,Kidney (Right),,,,https://portal.hubmapconsortium.org/browse/dataset/37d962aafc47832300d1c863c70608ec,https://assets.hubmapconsortium.org/37d962aafc47832300d1c863c70608ec/,yes (public HuBMAP assets),HuBMAP Consortium · Vanderbilt TMC,https://portal.hubmapconsortium.org/browse/dataset/37d962aafc47832300d1c863c70608ec,2022,no,,from the HuBMAP portal metadata export hubmap-datasets-metadata-2026-08-25T01-09-08.tsv; uuid 37d962aafc47832300d1c863c70608ec; access public
