model,model_paper_title,model_paper_link,dataset_id,usage,alias_in_model_paper
PMC12132331,PMC12132331,PMC12132331,garciaalonso2021_visium,analysis/benchmark,secretory endometrium Visium dataset
PMC12132331,PMC12132331,PMC12132331,barkley2022_visium,analysis/benchmark,endometrial carcinoma Visium dataset
PMC12132331,PMC12132331,PMC12132331,peritoneal_endom_visium,analysis/benchmark,peritoneal endometriotic lesions Visium dataset
PMC8837647,The spatial transcriptomic landscape of the healing mouse intestine following damage,https://doi.org/10.1038/s41467-022-28497-0,visium_spatial_t2022_visium_2,analysis/benchmark,Visium spatial transcriptomics (d0 and d14)
PMC10313933,PMC10313933,PMC10313933,spatial_transcri_visium_9,analysis/benchmark,Spatial transcriptome and spatial metabolism datasets of human injured brain
PMC12328223,PMC12328223,PMC12328223,merfish_spatial__merfish,analysis/benchmark,MERFISH spatial atlas of human fetal cortex
PMC12328223,PMC12328223,PMC12328223,visium_spatial_t_visium_12,analysis/benchmark,Visium spatial transcriptomics dataset
PMC10120157,PMC10120157,PMC10120157,visium_spatial_g_visium_10,analysis/benchmark,Visium Spatial Gene Expression dataset
PMC11789490,PMC11789490,PMC11789490,suo2022_visium,analysis/benchmark,Dataset 1
PMC11789490,PMC11789490,PMC11789490,niec2022_visium,analysis/benchmark,Dataset 2
PMC11789490,PMC11789490,PMC11789490,calvanese2022_visium,analysis/benchmark,Dataset 3
PMC11789490,PMC11789490,PMC11789490,larouche2023_visium,analysis/benchmark,Dataset 4
PMC11789490,PMC11789490,PMC11789490,rajachandran2023_slideseq,analysis/benchmark,Dataset 5
PMC11789490,PMC11789490,PMC11789490,chen2023_visium_2,analysis/benchmark,Dataset 6
PMC11789490,PMC11789490,PMC11789490,chaker2023_visium,analysis/benchmark,Dataset 7
PMC11789490,PMC11789490,PMC11789490,cohen2024_visium,analysis/benchmark,Dataset 8
PMC12458107,Designing smart spatial omics experiments with S2Omics,https://doi.org/10.1101/2025.09.21.677634,human_gastric_ca2025_xenium,analysis/benchmark,human gastric cancer Xenium data
PMC12458107,Designing smart spatial omics experiments with S2Omics,https://doi.org/10.1101/2025.09.21.677634,human_gastric_ca2025_he_only,analysis/benchmark,human gastric cancer H&E data
PMC12458107,Designing smart spatial omics experiments with S2Omics,https://doi.org/10.1101/2025.09.21.677634,human_kidney_cos2025_cosmx,analysis/benchmark,human kidney CosMx data
PMC12458107,Designing smart spatial omics experiments with S2Omics,https://doi.org/10.1101/2025.09.21.677634,andersson2021_st,analysis/benchmark,human breast cancer ST data G1
PMC10365050,Cerebellar axonopathy in Shivers horses identified by spatial transcriptomic and proteomic analyses,https://doi.org/10.1111/jvim.16784,geomx_rna_ngs_wh2023_geomx,analysis/benchmark,GeoMx RNA-NGS Whole Transcriptome Atlas (WTA)
PMC11162383,PMC11162383,PMC11162383,sthl2016_spatial_tran,analysis/benchmark,Spatial Transcriptomics dataset on mouse brain and human breast cancer
PMC12440098,PMC12440098,PMC12440098,zhang2023_unknown_2,analysis/benchmark,mouse embryo spatial transcriptome-epigenome data
PMC12440098,PMC12440098,PMC12440098,guo2025_unknown,analysis/benchmark,mouse embryo H3K27ac-H3K27me3 data
PMC12440098,PMC12440098,PMC12440098,hu2024_unknown,analysis/benchmark,clear cell renal cell carcinoma transcriptome-metabolome data
PMC10032247,PMC10032247,PMC10032247,spatial_transcri_visium_10,analysis/benchmark,spatial transcriptome
Cellfm-datasets,Cellfm-datasets: A Unified Data Infrastructure for Single-Cell and Spatial Transcriptomics Foundation Model Pretraining,https://doi.org/10.64898/2026.06.11.731508,han2025_spatial_tran,analysis/benchmark,P14 mouse brain development spatial transcriptomics section
PMC10714345,A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics,https://doi.org/10.1016/j.csbj.2023.11.055,maynard2021_visium,analysis/benchmark,LIBD human DLPFC dataset
PMC10714345,A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics,https://doi.org/10.1016/j.csbj.2023.11.055,stickels2021_slideseq,analysis/benchmark,Slide-seqV2 mouse olfactory bulb dataset
PMC10714345,A comprehensive overview of graph neural network-based approaches to clustering for spatial transcriptomics,https://doi.org/10.1016/j.csbj.2023.11.055,chen2022_stereo,analysis/benchmark,Stereo-seq mouse olfactory bulb dataset
bio_842c125f8967,Deep Learning for Cross-Domain Spatial Transcriptomic Modeling of Tissue Repair,https://doi.org/10.64898/2026.05.13.724803,liu2025_unknown,analysis/benchmark,GSE241124
bio_842c125f8967,Deep Learning for Cross-Domain Spatial Transcriptomic Modeling of Tissue Repair,https://doi.org/10.64898/2026.05.13.724803,arora2023_unknown,analysis/benchmark,GSE208253
bio_842c125f8967,Deep Learning for Cross-Domain Spatial Transcriptomic Modeling of Tissue Repair,https://doi.org/10.64898/2026.05.13.724803,cheng2022_unknown,analysis/benchmark,GSE181300
PMC10473795,PMC10473795,PMC10473795,visium_spatial_t_visium_13,analysis/benchmark,Visium spatial transcriptomics dataset
PMC10769299,PMC10769299,PMC10769299,sthl2016_st,analysis/benchmark,human breast cancer dataset
PMC10769299,PMC10769299,PMC10769299,ipf_dataset_visium,analysis/benchmark,IPF dataset
PMC12632478,PMC12632478,PMC12632478,xenium_mouse_bra_xenium,analysis/benchmark,Xenium mouse brain dataset
PMC12632478,PMC12632478,PMC12632478,maynard2021_visium,analysis/benchmark,10x Genomics Visium human dorsolateral prefrontal cortex (DLPFC) dataset
PMC12632478,PMC12632478,PMC12632478,ni2022_visium,analysis/benchmark,mouse–human chimeric tissue dataset
PMC10021938,PMC10021938,PMC10021938,maynard2021_visium,analysis/benchmark,Visium slides 151673 and 151676
PMC10021938,PMC10021938,PMC10021938,wu2021_visium_2,analysis/benchmark,Human breast cancer spatial transcriptomics (ID: 4290)
PMC10246692,PMC10246692,PMC10246692,her2_er_and_pr_b_visium,analysis/benchmark,Invasive ductal carcinoma
PMC10246692,PMC10246692,PMC10246692,ji2020_visium,analysis/benchmark,Cutaneous squamous cell carcinoma
PMC10246692,PMC10246692,PMC10246692,thrane2018_spatial_tran,analysis/benchmark,Cutaneous malignant melanoma
PMC10246692,PMC10246692,PMC10246692,andersson2021_spatial_tran,analysis/benchmark,HER2+ breast tumor
PMC10246692,PMC10246692,PMC10246692,meylan2022_visium,analysis/benchmark,Clear cell renal cell carcinoma primary tumors
PMC10246692,PMC10246692,PMC10246692,janesick2022_xenium,analysis/benchmark,Breast cancer
PMC10541893,PMC10541893,PMC10541893,visium_spatial_t_visium_14,analysis/benchmark,Visium spatial transcriptomics dataset (current study)
PMC10541893,PMC10541893,PMC10541893,bahl2022_visium,analysis/benchmark,Spatial transcriptomics dataset from Bahl et al. 2022
PMC11702633,PMC11702633,PMC11702633,keren2018_mibi,analysis/benchmark,MIBI-TOF triple negative breast cancer dataset
PMC11702633,PMC11702633,PMC11702633,wang2023_imc_2,analysis/benchmark,NeoTRIP imaging mass cytometry dataset
bio_58221a8e6f34,"Learning context-aware, distributed gene representations in spatial transcriptomics with SpaCEX",https://doi.org/10.1101/2024.06.07.598026,stickels2021_slideseq,analysis/benchmark,ssq-mHippo
bio_58221a8e6f34,"Learning context-aware, distributed gene representations in spatial transcriptomics with SpaCEX",https://doi.org/10.1101/2024.06.07.598026,lohoff2020_seqfish,analysis/benchmark,sqf-mEmb
bio_58221a8e6f34,"Learning context-aware, distributed gene representations in spatial transcriptomics with SpaCEX",https://doi.org/10.1101/2024.06.07.598026,chen2023_visium,analysis/benchmark,10x-mEmb
bio_58221a8e6f34,"Learning context-aware, distributed gene representations in spatial transcriptomics with SpaCEX",https://doi.org/10.1101/2024.06.07.598026,maynard2021_unknown,analysis/benchmark,10x-hDLFPC-151507
bio_58221a8e6f34,"Learning context-aware, distributed gene representations in spatial transcriptomics with SpaCEX",https://doi.org/10.1101/2024.06.07.598026,chen2022_unknown,analysis/benchmark,10x-hMTG-2-3
PMC12581855,PMC12581855,PMC12581855,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC)
PMC12581855,PMC12581855,PMC12581855,chen2022_visium_2,analysis/benchmark,Mouse anterior brain
PMC12581855,PMC12581855,PMC12581855,wang2018_starmap,analysis/benchmark,Mouse primary visual cortex (V1)
PMC12581855,PMC12581855,PMC12581855,codeluppi2018_osmfish,analysis/benchmark,Mouse somatosensory cortex
PMC12581855,PMC12581855,PMC12581855,chen2022_stereo,analysis/benchmark,Mouse olfactory bulb
PMC12581855,PMC12581855,PMC12581855,wu2021_visium_2,analysis/benchmark,Human Breast Cancer
PMC12581855,PMC12581855,PMC12581855,garbarino2023_visium,analysis/benchmark,Human liver cancer
MerQuaCo,MerQuaCo: a computational tool for quality control in image-based spatial transcriptomics,https://doi.org/10.1101/2024.12.04.626766,yao2023_vizgen_mersc,analysis/benchmark,Allen Brain Cell Atlas dataset (Yao et al. 2023 / 641 mouse brain sections dataset)
PMC9895078,Estimation of cell lineages in tumors from spatial transcriptomics data,https://doi.org/10.1038/s41467-023-36062-6,ji2020_spatial_tran,analysis/benchmark,Squamous cell carcinoma ST dataset
PMC9895078,Estimation of cell lineages in tumors from spatial transcriptomics data,https://doi.org/10.1038/s41467-023-36062-6,moncada2020_microarrayba,analysis/benchmark,Pancreatic ductal adenocarcinoma ST dataset
PMC9895078,Estimation of cell lineages in tumors from spatial transcriptomics data,https://doi.org/10.1038/s41467-023-36062-6,zhao2022_slideseq,analysis/benchmark,Colon cancer Slide-seq / Slide-RNA-seq dataset
PMC11697218,Spatial transcriptomics of healthy and fibrotic human liver at single-cell resolution,https://doi.org/10.1038/s41467-024-55325-4,merfish_and_snrn2025_merfish,analysis/benchmark,MERFISH and snRNA-seq dataset of healthy and fibrotic human liver
PMC10234422,PMC10234422,PMC10234422,sample_1_sample__visium,analysis/benchmark,"Sample_1, Sample_2, Sample_3, Sample_4"
PMC12458195,PMC12458195,PMC12458195,human_t2d_pancre_xenium,analysis/benchmark,Human AD brain spatial transcriptomics and proteomics dataset
PMC6899515,PMC6899515,PMC6899515,schapiro2017_imc,analysis/benchmark,IMC data
PMC6899515,PMC6899515,PMC6899515,shah2017_seqfish,analysis/benchmark,seqFISH data
PMC10588020,Dual spatially resolved transcriptomics for human host–pathogen colocalization studies in FFPE tissue sections,https://doi.org/10.1186/s13059-023-03080-y,delorey2021_singlecell_r,analysis/benchmark,SCP1052 single-cell dataset
PMC10588020,Dual spatially resolved transcriptomics for human host–pathogen colocalization studies in FFPE tissue sections,https://doi.org/10.1186/s13059-023-03080-y,visium_spatial_t2023_visium,analysis/benchmark,Visium Spatial Transcriptomics lung dataset
PMC10602001,PMC10602001,PMC10602001,spatial_transcri_visium_11,analysis/benchmark,Spatial transcriptomics map of the embryonic mouse brain
PMC12135205,PMC12135205,PMC12135205,perturb_fish_tum_merfish,analysis/benchmark,Perturb-FISH THP1 screen
PMC10361982,Mapping diversity in African trypanosomes using high resolution spatial proteomics,https://doi.org/10.1038/s41467-023-40125-z,trypanosoma_cong2023_hyperlopit_l,analysis/benchmark,Trypanosoma brucei BSF spatial proteome
PMC10767865,PMC10767865,PMC10767865,xie2021_visium,analysis/benchmark,SCAR_ST_000001 / Glioblastoma spatial dataset
PMC12324194,PMC12324194,PMC12324194,seqfish_dataset__seqfish,analysis/benchmark,seqFISH dataset of 26 individual gastruloids
PMC12407665,Integration of cell-type resolved spatial proteomics and transcriptomics reveals novel mechanisms in early ovarian cancer,https://doi.org/10.1101/2025.08.25.25333715,deep_visual_prot2025_mass_spectro,analysis/benchmark,Deep Visual Proteomics (DVP) spatial proteomics dataset
PMC12407665,Integration of cell-type resolved spatial proteomics and transcriptomics reveals novel mechanisms in early ovarian cancer,https://doi.org/10.1101/2025.08.25.25333715,nanostring_geomx2025_geomx,analysis/benchmark,Nanostring GeoMx spatial transcriptomics dataset
PMC12833451,PMC12833451,PMC12833451,maynard2021_visium,analysis/benchmark,DLPFC
PMC12833451,PMC12833451,PMC12833451,codeluppi2018_osmfish,analysis/benchmark,osmFISH
PMC11048052,PMC11048052,PMC11048052,ji2020_unknown,analysis/benchmark,human squamous cell carcinoma ST dataset
PMC11048052,PMC11048052,PMC11048052,wu2021_unknown,analysis/benchmark,human hepatocellular carcinoma ST dataset
PMC11048052,PMC11048052,PMC11048052,wu2021_unknown_2,analysis/benchmark,human breast cancer ST dataset
PMC9426406,PMC9426406,PMC9426406,visium_spatial_g_visium_11,analysis/benchmark,Visium Spatial Gene Expression
PMC12247709,High-Sensitive Spatial Proteomics for Pancreatic Cancer Progression Analysis,https://doi.org/10.1101/2025.05.01.651678,sp_max_spatial_p2025_lcmsms_diams,analysis/benchmark,SP-Max spatial proteomics dataset
PMC11954323,PMC11954323,PMC11954323,spatialbenchvisi_visium,analysis/benchmark,SpatialBenchVisium
PMC7641728,PMC7641728,PMC7641728,hybiss_mouse_and_iss,analysis/benchmark,HybISS mouse and human brain spatial transcriptomics dataset
PMC11525848,PMC11525848,PMC11525848,chen2020_st,analysis/benchmark,coronal section of a mouse brain with Alzheimer disease
SpaTM,SpaTM: topic models for inferring spatially informed transcriptional programs,https://doi.org/10.1093/bib/bbaf657,maynard2021_visium,analysis/benchmark,SpatialLIBD human dorsolateral prefrontal cortex dataset
SpaTM,SpaTM: topic models for inferring spatially informed transcriptional programs,https://doi.org/10.1093/bib/bbaf657,russell2024_slidetags,analysis/benchmark,Slide-tags DLPFC dataset
SpaTM,SpaTM: topic models for inferring spatially informed transcriptional programs,https://doi.org/10.1093/bib/bbaf657,genomics2019_visium,analysis/benchmark,Invasive ductal carcinoma breast tissue dataset
PMC8891954,PMC8891954,PMC8891954,spatial_transcri_visium_12,analysis/benchmark,Spatial Transcriptomics sequencing data
PMC10185501,PMC10185501,PMC10185501,keren2018_mibi,analysis/benchmark,Triple-negative breast cancer (TNBC) dataset
PMC10185501,PMC10185501,PMC10185501,schrch2020_codex,analysis/benchmark,Colon cancer dataset
PMC10185501,PMC10185501,PMC10185501,damond2019_imc,analysis/benchmark,Diabetes dataset
PMC10185501,PMC10185501,PMC10185501,prostate_cancer__st,analysis/benchmark,Prostate cancer dataset
PMC10185501,PMC10185501,PMC10185501,melanoma_dataset_opal_multipl,analysis/benchmark,Melanoma dataset
PMC10840344,PMC10840344,PMC10840344,stereo_seq_mouse_stereo_3,analysis/benchmark,Stereo-seq mouse lung dataset
PMC9391589,PMC9391589,PMC9391589,visium_spatial_t_visium_15,analysis/benchmark,Visium spatial transcriptomics dataset of mouse ovaries
PMC6765259,PMC6765259,PMC6765259,u_2_os_cell_spat_merfish,analysis/benchmark,U-2 OS cell spatial transcriptome dataset
PMC9882356,PMC9882356,PMC9882356,visium_spatial_t_visium_16,analysis/benchmark,Visium spatial transcriptomics dataset
PMC10635162,PMC10635162,PMC10635162,seq_scope_mouse__seqscope,analysis/benchmark,Seq-Scope mouse colon dataset
PMC10635162,PMC10635162,PMC10635162,chen2022_stereo,analysis/benchmark,mouse E16 whole embryo dataset
PMC10635162,PMC10635162,PMC10635162,janesick2022_xenium,analysis/benchmark,human breast cancer dataset
PMC12667933,PMC12667933,PMC12667933,russell2024_slidetag,analysis/benchmark,Slide-tag dataset
PMC12667933,PMC12667933,PMC12667933,gastric_cancer_c_cosmx,analysis/benchmark,Gastric cancer CosMx data
PMC12667933,PMC12667933,PMC12667933,xenium_tcr_seq_d_xenium,analysis/benchmark,Xenium-TCR-seq datasets
PMC12667933,PMC12667933,PMC12667933,mouse_heart_visi_visiumhd,analysis/benchmark,Mouse heart VisiumHD data
PMC12589771,PMC12589771,PMC12589771,visium_hd_spatia_visiumhd_2,analysis/benchmark,"Visium HD Spatial Gene Expression Library, Mouse Brain (FFPE)"
PMC8095368,PMC8095368,PMC8095368,visium_human_dlp_visium,analysis/benchmark,Visium human DLPFC dataset
PMC8095368,PMC8095368,PMC8095368,hawrylycz2012_in_situ_hybr,analysis/benchmark,Allen Human Brain Atlas ISH dataset
PMC12740089,PMC12740089,PMC12740089,in_house_human_o_stereo,analysis/benchmark,in-house human ovarian spatial transcriptomics data (scStereo-seq)
PMC12345175,PMC12345175,PMC12345175,10x_genomics_vis_visium,analysis/benchmark,10x Genomics Visium Spatial Transcriptomics tongue dataset
PMC10705493,PMC10705493,PMC10705493,perturb_fish_asd_merfish,analysis/benchmark,Perturb-FISH LPS dataset
PMC12589652,PMC12589652,PMC12589652,moffitt2018_merfish,analysis/benchmark,MERFISH hypothalamic preoptic area dataset
PMC12589652,PMC12589652,PMC12589652,10x2023_xenium,analysis/benchmark,Xenium whole mouse brain dataset
PMC12589652,PMC12589652,PMC12589652,10x2023_xenium_2,analysis/benchmark,Human kidney PRCC dataset
PMC12589652,PMC12589652,PMC12589652,10x2023_xenium_3,analysis/benchmark,Mouse Alzheimer's disease dataset
PMC12151292,PMC12151292,PMC12151292,hunter2021_visium,analysis/benchmark,Spatially transcriptomics and single-cell sequencing data of zebrafish melanoma
PMC7983892,PMC7983892,PMC7983892,qian2020_iss,analysis/benchmark,ISS of left and right hippocampal area CA1
PMC7983892,PMC7983892,PMC7983892,codeluppi2018_osmfish,analysis/benchmark,osmFISH analysis of the somatosensory cortex
PMC7983892,PMC7983892,PMC7983892,moffitt2018_merfish,analysis/benchmark,MERFISH analysis of the hypothalamic preoptic region
PMC7983892,PMC7983892,PMC7983892,chen2015_merfish_2,analysis/benchmark,MERFISH analysis of human fibroblast cells (IMR90)
PMC12409783,PMC12409783,PMC12409783,andersson2021_st,analysis/benchmark,HER2-positive breast cancer data (Sample H1)
PMC12409783,PMC12409783,PMC12409783,moncada2020_st,analysis/benchmark,PDAC-A tumor data
PMC12409783,PMC12409783,PMC12409783,maynard2021_visium,analysis/benchmark,Human dorsolateral prefrontal cortex (DLPFC) data
PMC10283152,PMC10283152,PMC10283152,ji2020_visium,analysis/benchmark,squamous cell carcinoma Visium data
PMC10283152,PMC10283152,PMC10283152,thrane2018_st,analysis/benchmark,cutaneous malignant melanoma ST data
PMC12694465,PMC12694465,PMC12694465,wei2022_stereo,analysis/benchmark,Axolotl brain regeneration dataset
PMC12694465,PMC12694465,PMC12694465,chen2022_stereo,analysis/benchmark,Mouse embryo development dataset
PMC12694465,PMC12694465,PMC12694465,cui2023_visium,analysis/benchmark,Planarian regeneration dataset
PMC12694465,PMC12694465,PMC12694465,jung2022_visium,analysis/benchmark,Spatiotemporal cardiac infarction dataset
PMC12694465,PMC12694465,PMC12694465,qian2025_merfish,analysis/benchmark,Human cerebral cortex development dataset
PMC11030378,PMC11030378,PMC11030378,west2022_saberfish,analysis/benchmark,mouse bipolar interneuron subtypes dataset
PMC11030378,PMC11030378,PMC11030378,moffitt2018_merfish,analysis/benchmark,mouse hypothalamic preoptic region dataset
PMC11030378,PMC11030378,PMC11030378,fang2023_unknown,analysis/benchmark,3D mouse anterior hypothalamus dataset
PMC12477787,Benchmarking multi-slice integration and downstream applications in spatial transcriptomics data analysis,https://doi.org/10.1186/s13059-025-03796-z,maynard2021_visium,analysis/benchmark,"10X Visium dataset (DLPFC S1, S2, S3)"
PMC12477787,Benchmarking multi-slice integration and downstream applications in spatial transcriptomics data analysis,https://doi.org/10.1186/s13059-025-03796-z,moffitt2018_merfish,analysis/benchmark,MERFISH Preoptic
PMC12477787,Benchmarking multi-slice integration and downstream applications in spatial transcriptomics data analysis,https://doi.org/10.1186/s13059-025-03796-z,allen2023_aging_brain_merfish,analysis/benchmark,MERFISH Brain
PMC12477787,Benchmarking multi-slice integration and downstream applications in spatial transcriptomics data analysis,https://doi.org/10.1186/s13059-025-03796-z,zhang2021_merfish,analysis/benchmark,Large-scale dataset
PMC12477787,Benchmarking multi-slice integration and downstream applications in spatial transcriptomics data analysis,https://doi.org/10.1186/s13059-025-03796-z,wang2018_starmap,analysis/benchmark,STARMap dataset
PMC12477787,Benchmarking multi-slice integration and downstream applications in spatial transcriptomics data analysis,https://doi.org/10.1186/s13059-025-03796-z,brian2023_st,analysis/benchmark,BaristaSeq dataset
PMC12477787,Benchmarking multi-slice integration and downstream applications in spatial transcriptomics data analysis,https://doi.org/10.1186/s13059-025-03796-z,keren2018_mibi,analysis/benchmark,TNBC dataset
PMC11423853,PMC11423853,PMC11423853,wu2021_visium,analysis/benchmark,HCC-1 to HCC-5
PMC10760187,PMC10760187,PMC10760187,radtke2020_ibex,analysis/benchmark,42-parameter mouse popliteal lymph node image
PMC10760187,PMC10760187,PMC10760187,li2019_ce3d,analysis/benchmark,murine MC38 tumor volume
PMC10760187,PMC10760187,PMC10760187,visium_spatial_g_visium_12,analysis/benchmark,Visium Spatial Gene Expression human intestinal colorectal cancer section
PMC10760187,PMC10760187,PMC10760187,mccaffrey2022_mibi,analysis/benchmark,human TB granulomas MIBI-TOF dataset
PMC11488093,Spatial transcriptomic sequencing reveals immune microenvironment features of  Mycobacterium tuberculosis  granulomas in lung and omentum,https://doi.org/10.7150/thno.99038,spatial_transcri2024_visium_2,analysis/benchmark,"spatial transcriptomics clinical biopsy samples (MTB-L, MTB-O, CTR-L, CTR-O)"
PMC10769305,PMC10769305,PMC10769305,10x_visium_human_visium,analysis/benchmark,10X Visium adult mouse brain FFPE
PMC10769305,PMC10769305,PMC10769305,maynard2021_visium,analysis/benchmark,10X Visium frozen postmortem human dorsolateral prefrontal cortex
PMC10769305,PMC10769305,PMC10769305,10x_cytassist_sp_st,analysis/benchmark,10X CytAssist Spatial Gene Expression mouse brain coronal section 1 FFPE
PMC10769305,PMC10769305,PMC10769305,sthl2016_st,analysis/benchmark,Human breast cancer spatial transcriptomics
PMC10769305,PMC10769305,PMC10769305,vickovic2019_hdst,analysis/benchmark,HDST primary breast cancer frozen tissue section H&E images
PMC8560802,PMC8560802,PMC8560802,zebrafish_melano_visium,analysis/benchmark,Zebrafish melanoma spatial transcriptomics dataset
Xenomake,Xenomake: a pipeline for processing and sorting xenograft reads from spatial transcriptomic experiments,https://doi.org/10.1101/2023.09.04.556109,pim001p_tnbc_pdx2023_visium,analysis/benchmark,PIM001P TNBC PDX ST dataset
Xenomake,Xenomake: a pipeline for processing and sorting xenograft reads from spatial transcriptomic experiments,https://doi.org/10.1101/2023.09.04.556109,vo2023_visium,analysis/benchmark,medulloblastoma PDX ST dataset
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,umek2025_xenium,analysis/benchmark,Xenium dataset of human vastus lateralis
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,hsu2024_seqscope,analysis/benchmark,Seq-Scope dataset of mouse soleus muscle
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,dercole2022_visium,analysis/benchmark,Visium dataset of mouse tibialis anterior denervation
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,ruoss2022_visium,analysis/benchmark,Visium dataset of rabbit supraspinatus tenotomy
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,stec2023_visium,analysis/benchmark,Visium dataset of mouse gastrocnemius dystrophy
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,patsalos2024_visium,analysis/benchmark,Visium dataset of mouse dystrophic muscle injury
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,coulis2023_visium,analysis/benchmark,Visium dataset of mouse dystrophic gastrocnemius
PMC12288932,Advancing muscle aging and sarcopenia research through spatial transcriptomics,https://doi.org/10.1016/j.afos.2025.05.002,lequain2023_visium,analysis/benchmark,Visium dataset of human muscular sarcoidosis
PMC10868334,DESpace : spatially variable gene detection via differential expression testing of spatial clusters,https://doi.org/10.1093/bioinformatics/btae027,maynard2021_visium,analysis/benchmark,LIBD
PMC10868334,DESpace : spatially variable gene detection via differential expression testing of spatial clusters,https://doi.org/10.1093/bioinformatics/btae027,thrane2018_spatial_tran,analysis/benchmark,melanoma
PMC10868334,DESpace : spatially variable gene detection via differential expression testing of spatial clusters,https://doi.org/10.1093/bioinformatics/btae027,cable2022_slideseq_2,analysis/benchmark,mouse cerebellum
PMC6447534,Modeling Spatial Correlation of Transcripts with Application to Developing Pancreas,https://doi.org/10.1038/s41598-019-41951-2,human_fetal_panc2019_in_situ_sequ,analysis/benchmark,Human fetal pancreas in situ sequencing dataset
PMC11580860,PMC11580860,PMC11580860,maynard2021_visium,analysis/benchmark,DLPFC
PMC11580860,PMC11580860,PMC11580860,nelson2024_visium,analysis/benchmark,HPC
PMC11580860,PMC11580860,PMC11580860,weber2023_visium,analysis/benchmark,LC
PMC11580860,PMC11580860,PMC11580860,denisenko2024_visium,analysis/benchmark,Ovarian cancer
PMC11580860,PMC11580860,PMC11580860,wu2021_visium_2,analysis/benchmark,Subtype Breast
PMC10054990,Gene panel selection for targeted spatial transcriptomics,https://doi.org/10.1101/2023.02.03.527053,moffitt2018_merfish,analysis/benchmark,Moffit dataset
PMC10054990,Gene panel selection for targeted spatial transcriptomics,https://doi.org/10.1101/2023.02.03.527053,codeluppi2018_osmfish,analysis/benchmark,Codeluppi dataset
PMC10054990,Gene panel selection for targeted spatial transcriptomics,https://doi.org/10.1101/2023.02.03.527053,lake2021_dartfish,analysis/benchmark,Zhang dataset
PMC11244876,PMC11244876,PMC11244876,alhaddad2024_visium,analysis/benchmark,Melanoma extra-cranial metastases (Visium)
PMC11244876,PMC11244876,PMC11244876,melanoma_brain_m_visium,analysis/benchmark,Melanoma brain metastases (Visium)
PMC11244876,PMC11244876,PMC11244876,merkel_cell_carc_cosmx,analysis/benchmark,Merkel cell carcinoma (CosMx SMI)
PMC12111281,PMC12111281,PMC12111281,visium_visium_hd_visiumhd,analysis/benchmark,Visium / Visium HD and Xenium In Situ datasets
bio_9cbaa1b27021,Learning single-cell spatial context through integrated spatial multiomics with CORAL,https://doi.org/10.1101/2025.02.01.636038,zhang2021_merfish,analysis/benchmark,MERFISH mouse primary motor cortex dataset
bio_9cbaa1b27021,Learning single-cell spatial context through integrated spatial multiomics with CORAL,https://doi.org/10.1101/2025.02.01.636038,hcc_codex_and_vi_visium,analysis/benchmark,HCC CODEX and Visium dataset
PMC8262485,PMC8262485,PMC8262485,spatial_transcri_visium_13,analysis/benchmark,Spatial transcriptomics dataset (human and murine kidney)
PMC8262485,PMC8262485,PMC8262485,codex_multiplexe_codex,analysis/benchmark,CODEX multiplexed immunofluorescence dataset
SPACE,SPACE: Spatially variable gene clustering adjusting for cell type effect for improved spatial domain detection,https://doi.org/10.1101/2024.08.23.609477,maynard2021_visium,analysis/benchmark,Human DLPFC 10x Genomics Visium dataset
SPACE,SPACE: Spatially variable gene clustering adjusting for cell type effect for improved spatial domain detection,https://doi.org/10.1101/2024.08.23.609477,andersson2021_visium,analysis/benchmark,HER2 breast tumor data
SPACE,SPACE: Spatially variable gene clustering adjusting for cell type effect for improved spatial domain detection,https://doi.org/10.1101/2024.08.23.609477,sthl2016_spatial_tran,analysis/benchmark,Human breast cancer dataset
SPACE,SPACE: Spatially variable gene clustering adjusting for cell type effect for improved spatial domain detection,https://doi.org/10.1101/2024.08.23.609477,pancreatic_ducta2024_unknown,analysis/benchmark,Pancreatic ductal adenocarcinoma (PDAC) dataset
SpaMOAL,SpaMOAL: A spatial multi-omics graph contrastive learning method for spatial domains identification,https://doi.org/10.64898/2026.02.23.707433,jiang2023_misarseq,analysis/benchmark,mouse brain development dataset profiled by MISAR-seq
SpaMOAL,SpaMOAL: A spatial multi-omics graph contrastive learning method for spatial domains identification,https://doi.org/10.64898/2026.02.23.707433,zhang2023_spatial_atac,analysis/benchmark,juvenile mouse brain dataset (spatial ATAC-RNA-seq)
